collateral_bnb,debt_fiat,price_current,volatility_estimate,liquidation_probability,label
77.41820925074073,11515.947743665516,412.7994804430134,0.7489425989199108,0.3535,0.0
43.94395613123003,3517.505573164024,192.52651878045612,0.804439719223162,0.488,0.0
85.8739321991471,26776.788103451465,371.8616195017704,0.4483318617617008,1.0,1.0
69.76706610303046,9402.093500924178,826.0357170698276,0.3295641907037091,0.0,0.0
9.508317053976189,950.6209639067167,544.1315797172281,0.3758686655261366,0.0,0.0
97.56467292851191,10587.256966546709,254.4154979949472,0.5137801964116406,0.2635,0.0
76.13785622883626,6589.361671528047,381.3691353219442,0.705500242206514,0.1125,0.0
78.62782409716769,46232.16996513291,958.2231517062456,0.3501761669452071,0.432,0.0
12.898551904287034,2335.8014400439442,488.7617392887638,0.8330541355628927,0.4445,0.0
45.09355519576716,16479.285894466222,497.43932932548375,0.3990987298189141,0.7745,1.0
37.14272262083487,5841.4352665300485,237.76264183979194,0.8476523007326122,0.8245,1.0
92.68382238597532,15710.473846629455,374.0988741528563,0.9392283390762672,0.646,1.0
64.42212549605838,39385.14134399165,833.2175196460418,0.3313281720933253,0.758,1.0
82.29388516575591,11671.108072143086,807.5790769629369,0.934184814945604,0.1855,0.0
44.39707846285038,11702.988293544482,491.9489190487434,0.7642954225047014,0.6365,1.0
22.801148306299215,11419.70719577764,904.287035941412,0.9097520115924349,0.737,1.0
55.5030202228819,6983.5175858253015,442.2330253565401,0.4774499258385527,0.04,0.0
6.475343884807115,780.0293677252695,877.8966218397406,0.8909287805894499,0.1035,0.0
82.78035408205895,5329.744425895801,128.40899552623242,0.5814252050268045,0.4555,0.0
63.203273472294285,12651.548459005675,412.50726120673966,0.3517323954720417,0.167,0.0
75.83296523452884,38919.21761414429,869.5616302178518,0.9972655341777292,0.83,1.0
35.517144216173854,8404.419897582608,911.1786053268953,0.9584616192109048,0.3315,0.0
97.07273263705083,17790.98976319511,780.7816370983442,0.2998537786825528,0.0,0.0
89.32280002008754,52325.787779530954,702.8792352061306,0.5649565724129465,1.0,1.0
77.86051135766881,12029.737795965388,833.9544185160694,0.9889568356297245,0.2365,0.0
19.544406914411564,12233.923091583669,736.8023693999164,0.6387606080897241,1.0,1.0
46.72542827233072,9832.223583302371,328.7988590186605,0.5976705518115706,0.729,1.0
4.475996202144155,1330.3306717069695,519.6132106253776,0.35628689234264227,0.3375,0.0
15.513520257548029,3823.8105307909714,694.6344980975435,0.5356180087698761,0.161,0.0
68.33659042892121,32275.576259499074,629.0224814064738,0.5985552439031685,0.8685,1.0
74.50173937519094,52272.016205624335,896.5878464107543,0.7712402590743253,0.9045,1.0
96.75422227017758,32671.811074911966,526.4601763490455,0.5600271586430627,0.7135,1.0
32.649953278001384,5372.470541580278,260.18864022088565,0.7079909452283004,0.7645,1.0
37.10892463288341,5110.971956031551,293.12383367159345,0.28121306598930956,0.063,0.0
47.00862554645322,6413.540810969926,861.4509029733617,0.8110281161682718,0.0825,0.0
19.028188772520142,1742.848753658871,107.84885880080083,0.20262037393091106,1.0,1.0
13.079158383013617,1288.4822061481977,882.2173257971504,0.713724126156229,0.0135,0.0
47.62292212997078,3369.131866375599,150.0292770435863,0.8610509210602288,0.6225,1.0
22.768243970183324,3867.0368276690147,452.49262128046485,0.8134343645632804,0.4325,0.0
67.01441806878279,37489.84807215684,820.1586047010661,0.31785394665523886,0.5785,1.0
43.77147669534585,13320.176845186083,466.8538391401591,0.8753979674234025,0.836,1.0
83.28455178617796,39954.60217141768,840.1133683486473,0.26335665693256244,0.201,0.0
70.05648369002469,2080.132049027066,190.26895107320485,0.2530856633923696,0.0,0.0
31.305427474065905,4870.639039574474,560.3880037916679,0.8580852981216822,0.3105,0.0
83.24275415938058,8865.753728117916,624.2266161991083,0.3460163175924181,0.0,0.0
80.4959593139305,60556.742091173604,901.781737513517,0.5576471696642975,1.0,1.0
38.80909006511443,1400.4187763789785,184.259265705274,0.949306562724834,0.206,0.0
