safety_ratio,missed_payment_count,on_time_ratio,avg_delay_hours,topup_count_last_30d,plan_amount,tenure_days,installment_amount,risk_tier
1.147554978270015,0,0.9560266342540948,3.166082333705172,0,77621.64880704037,30,77621.64880704037,MEDIUM
0.9028072430893958,0,0.9107100832302153,6.428874007424495,2,44448.96553545318,120,11112.241383863295,HIGH
1.1020684661130784,1,0.7436206021680105,7.659316643903239,1,86001.19407122687,60,43000.597035613435,HIGH
1.6067063522998082,1,0.7999790795865362,3.601506269769388,0,70039.43487687703,120,17509.858719219257,HIGH
1.2934795330191422,1,0.8047158666851033,3.260457598672566,0,10323.557440877305,90,3441.1858136257683,HIGH
0.9715727755499414,2,0.6033270790154326,6.960450310888853,1,97586.61281203883,60,48793.306406019416,HIGH
1.112632372579938,2,0.6563841346392241,3.1403423059758673,0,76352.83049704494,90,25450.94349901498,HIGH
1.7535812796736063,0,0.866546463611275,9.6086546199882,0,78820.36622241842,30,78820.36622241842,MEDIUM
1.2319574880986264,1,0.8184850519340623,2.2690762607475197,0,13683.249634879041,120,3420.8124087197602,HIGH
1.241599254806093,0,0.9917405707630382,0.5946789050612485,0,45588.207851661144,60,22794.103925830572,MEDIUM
0.9530696020442133,0,0.9795047638429849,1.47565700330509,0,37709.00439902554,60,18854.50219951277,HIGH
1.1045543046142847,1,0.7999379809149868,3.6044653741209487,0,92749.73389601157,30,92749.73389601157,HIGH
1.6146861329400464,0,0.8331235200264886,12.01510655809282,0,64742.64688798579,60,32371.323443992897,MEDIUM
1.5861989744032634,1,0.8311626083732855,1.3562921971234412,0,82453.39971381216,60,41226.69985690608,HIGH
1.2354987989430484,1,0.7097890199906981,10.095190560669739,0,44898.00568390578,60,22449.00284195289,HIGH
1.6936522621571246,1,0.795786714563912,3.9033565513983337,0,23496.63345669291,180,3916.1055761154853,HIGH
1.1802589170628224,1,0.8240358656208846,1.8694176752963079,1,55903.89391456765,60,27951.946957283824,HIGH
1.664329579821934,1,0.8104266457732732,2.8492815043243307,2,7317.908354313357,30,7317.908354313357,HIGH
0.8315655505847027,2,0.5921173876015237,7.767548092690299,2,82935.48602726562,90,27645.16200908854,HIGH
1.147230290229711,2,0.6522682807575442,3.4366837854568204,0,63534.775513084416,60,31767.387756542208,HIGH
1.6550684780198353,1,0.8319790266456256,1.2975100815149563,1,76050.686268452,90,25350.228756150667,HIGH
1.701309561474328,0,0.9691632174345836,2.2202483447099874,0,36098.07084485697,120,9024.517711214243,LOW
1.5564240412203825,1,0.7419143454660977,7.782167126440968,0,97099.10441509543,30,97099.10441509543,HIGH
1.4698658168957006,0,0.7916419853498974,15.001777054807386,2,89418.99101089757,90,29806.330336965857,MEDIUM
1.6155049094622993,0,0.9111164045297685,6.3996188738566655,0,78059.96621030243,30,78059.96621030243,MEDIUM
1.5075581882221294,2,0.5508511983667865,10.738713717591375,0,20269.23207734479,30,20269.23207734479,HIGH
1.0542209544651784,3,0.443395205485114,7.67554520507179,0,47205.379368976384,30,47205.379368976384,HIGH
1.2662369006948642,3,0.4511428933756342,7.117711676954344,0,5336.5728129356485,30,5336.5728129356485,HIGH
1.4607049978861597,0,0.9314651122966509,4.934511914641134,1,16274.659714687235,60,8137.329857343618,LOW
1.3878027571183043,0,0.9272122018027512,5.240721470201912,0,68621.846371003,180,11436.974395167168,LOW
1.6850976071230606,0,0.9717993233777497,2.030448716802026,0,74731.4534348739,180,12455.24223914565,LOW
1.2738446403878285,2,0.6379888167574546,4.4648051934632695,0,96783.4635109868,30,96783.4635109868,HIGH
0.9779873780232063,2,0.5892889288618044,7.971197121950084,2,33256.71045567704,180,5542.7850759461735,HIGH
1.0145820374128816,2,0.6232118491656549,5.528746860072852,0,37675.51089745202,120,9418.877724363005,HIGH
1.6460565588592908,1,0.8408559518225226,0.6583714687783745,0,47486.025316304986,90,15828.675105434995,HIGH
0.8087209542231121,1,0.7241111544156325,9.063996882074468,0,19757.664549344285,120,4939.416137336071,HIGH
1.6691303619968338,0,0.9356874654376168,4.630502488491588,0,13862.229028211692,90,4620.743009403897,LOW
0.8555880856039847,2,0.5829720594686931,8.426011718254093,2,48094.78769636744,60,24047.39384818372,HIGH
1.1916584680894053,0,0.9745912877790275,1.8294272799100237,0,23464.025556037526,90,7821.341852012509,MEDIUM
1.600176227445629,0,0.9891041388162786,0.7845020052279401,0,67311.58547356853,120,16827.896368392132,LOW
1.2076153768223992,1,0.8016704201464524,3.4797297494554282,0,44278.03996836074,120,11069.509992090185,HIGH
1.6223481870540528,1,0.7819273310819124,4.901232162102307,0,83435.14140972591,30,83435.14140972591,HIGH
0.9002988345257832,0,0.8405834427910311,11.47799211904576,1,70326.24509822266,180,11721.040849703777,HIGH
1.3115422264351864,0,0.9385122102614002,4.42712086117919,1,31924.297496822066,60,15962.148748411033,LOW
1.3824740179990092,1,0.672653382785431,12.768956439448969,1,83393.7203381249,180,13898.953389687484,HIGH
1.6908685972372413,2,0.6721349363368615,2.006284583745973,1,80671.67139218339,60,40335.83569609169,HIGH
0.8936214063391934,2,0.6028139988749731,6.997392081001935,1,39360.359523987274,30,39360.359523987274,HIGH
1.1386006852829977,2,0.6832544759878469,1.2056777288750178,2,29544.482289094165,180,4924.080381515694,HIGH
1.4593480948968387,2,0.6133780374313355,6.236781304943848,0,68567.05489352257,90,22855.684964507524,HIGH
1.7799300818600778,0,0.8951061476621655,7.552357368324087,0,14835.495877321671,60,7417.747938660836,MEDIUM
1.6482743239578568,0,0.935538748865697,4.641210081669818,1,20790.912045035722,30,20790.912045035722,LOW
1.6464950616958896,0,0.9808269804067405,1.3804574107146776,1,1728.8647053495456,30,1728.8647053495456,LOW
1.3171825294247883,0,0.9394996081232553,4.356028215125616,0,78905.5133727117,30,78905.5133727117,LOW
1.3642991220864982,1,0.8080689991396052,3.0190320619484265,0,66820.23480261119,180,11136.705800435198,HIGH
1.658580094080652,0,0.9614827062434662,2.773245150470433,0,70811.37248400718,30,70811.37248400718,LOW
1.6696255862567595,0,0.9494221514869722,3.6416050929380055,0,78292.17407117483,30,78292.17407117483,LOW
1.6022745654721118,1,0.8308714041934189,1.377258898073846,1,46432.66177829565,180,7738.776963049276,HIGH
1.6185712751845758,0,0.9385370472802711,4.425332595820482,0,57305.37839933648,180,9550.896399889412,LOW
1.6796298590008822,0,0.9707979370637917,2.102548531406999,0,14839.902814638088,60,7419.951407319044,LOW
0.91378193109193,0,0.915553454314185,6.080151289378682,0,12338.47728006137,120,3084.6193200153425,HIGH
1.092639376904971,1,0.7736552463970167,5.496822259414803,1,67171.8932172567,90,22390.6310724189,HIGH
1.7761135339536076,0,0.9847969484399228,1.0946197123255557,0,47638.52440817012,90,15879.508136056706,LOW
1.3447761599639954,0,0.958953935099263,2.955316672853065,0,56958.37454163769,60,28479.187270818846,LOW
0.9764638600416921,3,0.499211564708793,3.6567673409669026,0,76734.88688418653,120,19183.721721046633,HIGH
1.303055633199527,2,0.6409943607553622,4.248406025613922,0,63837.113680058486,180,10639.518946676415,HIGH
1.4457841753035914,1,0.7373747234116897,8.109019914358338,0,55804.36066514158,120,13951.090166285396,HIGH
1.6282219839376575,1,0.8182554142058265,2.285610177180498,0,56361.508913795944,180,9393.58481896599,HIGH
1.6121767260234678,1,0.8076049551308722,3.052443230577204,0,31091.05970819861,30,31091.05970819861,HIGH
0.8492414933324167,1,0.7628644118028676,6.2737623501935404,0,4050.9656222260014,120,1012.7414055565004,HIGH
1.2535249869724083,1,0.7852954280138853,4.658729183000254,1,44235.02153400387,180,7372.503589000645,HIGH
